index,stars
0,3.9929943084716797
1,4.447011947631836
2,3.8032000064849854
3,3.7592074871063232
4,1.7855356931686401
5,4.304272174835205
6,4.232293605804443
7,3.719672203063965
8,4.199263572692871
9,4.822951793670654
10,4.3561577796936035
11,3.1741137504577637
12,3.456608533859253
13,4.5269904136657715
14,3.668955087661743
15,4.149737358093262
16,3.211493968963623
17,3.736360788345337
18,2.472923755645752
19,4.102235794067383
20,4.850861072540283
21,3.2803733348846436
22,3.53462553024292
23,4.496060848236084
24,3.235436201095581
25,4.038377285003662
26,4.496592044830322
27,4.679135799407959
28,3.3346128463745117
29,4.671277046203613
30,4.427977085113525
31,4.3148698806762695
32,4.038377285003662
33,2.7844269275665283
34,4.705267429351807
35,3.8642022609710693
36,1.9078603982925415
37,3.7535741329193115
38,4.630203723907471
39,3.4026196002960205
40,4.117685317993164
41,4.559998035430908
42,4.007505893707275
43,4.025987148284912
44,4.017739295959473
45,4.025987148284912
46,2.5619890689849854
47,4.7715744972229
48,3.53462553024292
49,4.108471393585205
50,2.3100156784057617
51,3.7884581089019775
52,4.025987148284912
53,2.867811679840088
54,4.92301607131958
55,4.199263572692871
56,3.4343178272247314
57,3.8116190433502197
58,3.6202776432037354
59,4.339642524719238
60,4.511656761169434
61,4.240081310272217
62,3.68471360206604
63,4.869124889373779
64,3.7277543544769287
65,3.810941219329834
66,1.5084906816482544
67,4.703700542449951
68,3.094775438308716
69,4.2465434074401855
70,2.9033517837524414
71,4.997767448425293
72,3.9847466945648193
73,3.708207130432129
74,3.3025872707366943
75,3.8074095249176025
76,4.480064868927002
77,3.3861496448516846
78,4.213555335998535
79,4.207520961761475
80,3.880178213119507
81,2.773210287094116
82,4.716801166534424
83,3.9847466945648193
84,4.108471393585205
85,3.790571451187134
86,5.0
87,3.456608533859253
88,4.997767448425293
89,3.0564491748809814
90,4.342919826507568
91,4.337259769439697
92,1.8632069826126099
93,4.5234694480896
94,3.4788992404937744
95,3.1101062297821045
96,2.3677706718444824
97,4.075475692749023
98,4.796925067901611
99,3.464411973953247
100,4.157990455627441
101,4.042483329772949
102,4.322714805603027
103,4.290096759796143
104,4.310909748077393
105,4.2873005867004395
106,4.724104404449463
107,3.7884581089019775
108,4.063074588775635
109,3.7191476821899414
110,4.1249775886535645
111,4.197059154510498
112,3.13578724861145
113,4.091971397399902
114,3.3993732929229736
115,4.504854679107666
116,3.2691919803619385
117,3.7884581089019775
118,4.447011947631836
119,4.764164447784424
120,4.22403621673584
121,3.8242478370666504
122,2.9160473346710205
123,4.207520961761475
124,3.820038080215454
125,3.4867026805877686
126,2.4400670528411865
127,4.149737358093262
128,4.017739295959473
129,3.9895551204681396
130,4.723407745361328
131,4.405703067779541
132,4.394989013671875
133,4.108471393585205
134,4.3561577796936035
135,3.074465036392212
136,2.505793333053589
137,4.997908115386963
138,4.430485248565674
139,3.9435060024261475
140,2.8802297115325928
141,5.0
142,4.829820156097412
143,3.744967460632324
144,3.9929943084716797
145,3.299119234085083
146,4.017739295959473
147,4.248808860778809
148,3.8402812480926514
149,4.837671756744385
150,3.501189947128296
151,3.3025872707366943
152,3.4532668590545654
153,4.25706672668457
154,3.62445330619812
155,4.298354625701904
156,4.692520618438721
157,4.124818801879883
158,4.346324443817139
159,4.149737358093262
160,4.174497127532959
161,3.247177839279175
162,3.5123350620269775
163,3.4788992404937744
164,4.617761611938477
165,3.9435060024261475
166,3.6121647357940674
167,4.108471393585205
168,4.199263572692871
169,3.8572442531585693
170,4.73970365524292
171,3.9600021839141846
172,4.997908115386963
173,3.545520305633545
174,4.240081310272217
175,4.182748794555664
176,3.752037763595581
177,3.951754331588745
178,3.694105625152588
179,3.0871102809906006
180,4.042483329772949
181,3.456608533859253
182,4.705267429351807
183,3.685180425643921
184,4.543493747711182
185,3.9942898750305176
186,5.0
187,4.774427890777588
188,2.4078524112701416
189,4.782528400421143
190,2.8438751697540283
191,4.997767448425293
192,4.091971397399902
193,4.323127269744873
194,3.5201570987701416
195,3.8881285190582275
196,4.050725936889648
197,2.9877469539642334
198,4.3148698806762695
199,3.7277543544769287
200,2.773210287094116
201,3.820038080215454
202,3.99515700340271
203,4.780478000640869
204,4.997908115386963
205,4.821488380432129
206,4.265324115753174
207,4.164196014404297
208,4.091971397399902
209,2.995741128921509
210,4.496592044830322
211,4.040722370147705
212,3.37756085395813
213,4.086793422698975
214,3.8761651515960693
215,2.9565725326538086
216,4.091971397399902
217,3.3025872707366943
218,4.199263572692871
219,4.950809955596924
220,3.891645669937134
221,3.559565305709839
222,3.9435060024261475
223,3.5760068893432617
224,3.024142265319824
225,4.050731658935547
226,4.692520618438721
227,4.304272174835205
228,3.5326600074768066
229,4.997908115386963
230,2.773210287094116
231,4.029254913330078
232,4.3148698806762695
233,4.78870153427124
234,4.815614223480225
235,3.349102020263672
236,2.9033517837524414
237,2.4619693756103516
238,4.1486921310424805
239,4.157990455627441
240,3.2532453536987305
241,3.5607635974884033
242,4.306612014770508
243,3.8642022609710693
244,3.736360788345337
245,4.8880181312561035
246,4.535282135009766
247,3.1714284420013428
248,4.124818801879883
249,3.4092252254486084
250,4.25706672668457
251,3.278339147567749
252,4.749665260314941
253,3.9024064540863037
254,1.5500082969665527
255,4.230049133300781
256,4.992239952087402
257,3.49784779548645
258,4.749665260314941
259,3.8284575939178467
260,3.8881285190582275
261,4.279531002044678
262,3.62445330619812
263,3.660841703414917
264,4.042483329772949
265,2.9521288871765137
266,4.477478504180908
267,3.3319215774536133
268,3.794780969619751
269,4.692520618438721
270,3.235436201095581
271,4.364415168762207
272,3.5669429302215576
273,4.141483783721924
274,4.436223983764648
275,4.997908115386963
276,3.53462553024292
277,4.8624372482299805
278,5.0
279,3.8761651515960693
280,3.7311363220214844
281,3.6283905506134033
282,4.108471393585205
283,4.364415168762207
284,4.738710403442383
285,3.235436201095581
286,3.7123725414276123
287,3.3233301639556885
288,3.4181461334228516
289,3.790571451187134
290,3.565844774246216
291,1.729415774345398
292,4.312519073486328
293,3.9942898750305176
294,3.13578724861145
295,3.204774856567383
296,4.59529972076416
297,3.9600021839141846
298,4.083724021911621
299,4.727756023406982
300,4.058979511260986
301,4.58475399017334
302,4.007505893707275
303,3.2889647483825684
304,4.364415168762207
305,3.8116190433502197
306,4.469227313995361
307,4.58475399017334
308,2.808157205581665
309,4.720453262329102
310,4.306612014770508
311,3.6588876247406006
312,3.692540168762207
313,3.811387062072754
314,3.5748085975646973
315,3.9000914096832275
316,4.876963138580322
317,3.9990241527557373
318,2.8200933933258057
319,3.9929943084716797
320,3.811387062072754
321,3.692540168762207
322,4.688271999359131
323,4.692841053009033
324,3.7311363220214844
325,4.149737358093262
326,4.6585307121276855
327,3.9847466945648193
328,3.776993989944458
329,3.794780969619751
330,5.0
331,2.0808873176574707
332,4.25478982925415
333,3.8642022609710693
334,4.379222869873047
335,2.820765495300293
336,2.843827962875366
337,4.0939459800720215
338,4.35375452041626
339,4.133231163024902
340,4.535242557525635
341,3.2038285732269287
