index,stars
0,3.951075315475464
1,4.481320858001709
2,3.7933175563812256
3,3.7637665271759033
4,1.7515802383422852
5,4.273068904876709
6,4.217994689941406
7,3.6932668685913086
8,4.177483081817627
9,4.787903785705566
10,4.369913578033447
11,3.1606767177581787
12,3.4422004222869873
13,4.539434909820557
14,3.658571481704712
15,4.116715431213379
16,3.222162961959839
17,3.715012788772583
18,2.495760679244995
19,4.095959186553955
20,4.849396705627441
21,3.3423526287078857
22,3.503321886062622
23,4.586129665374756
24,3.240596055984497
25,4.074170112609863
26,4.542088508605957
27,4.647282600402832
28,3.3562114238739014
29,4.658693313598633
30,4.42498779296875
31,4.319273948669434
32,4.074170112609863
33,2.7693159580230713
34,4.707571983337402
35,3.8637919425964355
36,1.9482049942016602
37,3.7306737899780273
38,4.622633934020996
39,3.3109586238861084
40,4.108634948730469
41,4.564767360687256
42,4.060391902923584
43,3.969677448272705
44,3.965027093887329
45,3.969677448272705
46,2.5732672214508057
47,4.78174352645874
48,3.503321886062622
49,4.066083908081055
50,2.3466572761535645
51,3.754371404647827
52,3.969677448272705
53,2.8862273693084717
54,4.922653675079346
55,4.177483081817627
56,3.433765172958374
57,3.808978319168091
58,3.6169373989105225
59,4.349658012390137
60,4.441491603851318
61,4.222713947296143
62,3.668246030807495
63,4.79543399810791
64,3.7071826457977295
65,3.814194440841675
66,1.4075350761413574
67,4.659502029418945
68,3.0911879539489746
69,4.202173233032227
70,2.876716375350952
71,4.977023124694824
72,3.946424961090088
73,3.6863279342651367
74,3.3367063999176025
75,3.801147937774658
76,4.521832466125488
77,3.414480447769165
78,4.182233810424805
79,4.187611103057861
80,3.855395555496216
81,2.784024953842163
82,4.725902557373047
83,3.946424961090088
84,4.066083908081055
85,3.7698261737823486
86,4.98574686050415
87,3.4422004222869873
88,4.977023124694824
89,3.0411465167999268
90,4.33140754699707
91,4.31358003616333
92,1.8823051452636719
93,4.450984954833984
94,3.456861972808838
95,3.1112048625946045
96,2.3863179683685303
97,4.025598049163818
98,4.726711273193359
99,3.451148271560669
100,4.126843452453613
101,3.9852280616760254
102,4.289597988128662
103,4.288890361785889
104,4.280104637145996
105,4.261117458343506
106,4.735448837280273
107,3.754371404647827
108,4.085192680358887
109,3.6993520259857178
110,4.086331844329834
111,4.172848224639893
112,3.1106350421905518
113,4.045840740203857
114,3.4184281826019287
115,4.552216529846191
116,3.2811779975891113
117,3.754371404647827
118,4.481320858001709
119,4.702271461486816
120,4.207866668701172
121,3.8324697017669678
122,2.921046495437622
123,4.187611103057861
124,3.824639320373535
125,3.4702823162078857
126,2.4558863639831543
127,4.116715431213379
128,3.965027093887329
129,4.049722194671631
130,4.671721935272217
131,4.430681228637695
132,4.384476184844971
133,4.066083908081055
134,4.369913578033447
135,3.0305683612823486
136,2.514240026473999
137,4.950923919677734
138,4.46106481552124
139,3.918605089187622
140,2.887356758117676
141,4.98574686050415
142,4.751151084899902
143,3.7228431701660156
144,3.951075315475464
145,3.3125507831573486
146,3.965027093887329
147,4.238250255584717
148,3.848130941390991
149,4.807847023010254
150,3.4744226932525635
151,3.3367063999176025
152,3.4442873001098633
153,4.248378753662109
154,3.6152617931365967
155,4.299018383026123
156,4.689242362976074
157,4.130614280700684
158,4.308584690093994
159,4.116715431213379
160,4.147099018096924
161,3.2911324501037598
162,3.484055757522583
163,3.456861972808838
164,4.609099388122559
165,3.918605089187622
166,3.6099982261657715
167,4.066083908081055
168,4.177483081817627
169,3.830139636993408
170,4.683941841125488
171,3.9324729442596436
172,4.950923919677734
173,3.5129549503326416
174,4.222713947296143
175,4.157227039337158
176,3.7656781673431396
177,3.9264354705810547
178,3.6793887615203857
179,3.0811798572540283
180,3.9852280616760254
181,3.4422004222869873
182,4.707571983337402
183,3.672449827194214
184,4.552101135253906
185,4.042128086090088
186,4.98574686050415
187,4.750531196594238
188,2.424435615539551
189,4.792427062988281
190,2.8231163024902344
191,4.977023124694824
192,4.045840740203857
193,4.329401969909668
194,3.473849058151245
195,3.87945294380188
196,4.079681396484375
197,2.9505019187927246
198,4.319273948669434
199,3.7071826457977295
200,2.784024953842163
201,3.824639320373535
202,4.054880619049072
203,4.714491367340088
204,4.950923919677734
205,4.831596374511719
206,4.258506774902344
207,4.146661281585693
208,4.045840740203857
209,2.987464427947998
210,4.542088508605957
211,4.032613277435303
212,3.4110560417175293
213,4.083284378051758
214,3.871622085571289
215,2.959503650665283
216,4.045840740203857
217,3.3367063999176025
218,4.177483081817627
219,4.909917831420898
220,3.868023633956909
221,3.5335745811462402
222,3.918605089187622
223,3.568363904953003
224,2.980526924133301
225,3.9953103065490723
226,4.689242362976074
227,4.273068904876709
228,3.552266836166382
229,4.950923919677734
230,2.784024953842163
231,4.019946098327637
232,4.319273948669434
233,4.720602035522461
234,4.828036308288574
235,3.4185564517974854
236,2.876716375350952
237,2.4853122234344482
238,4.133985996246338
239,4.126843452453613
240,3.3011205196380615
241,3.5438034534454346
242,4.309146404266357
243,3.8637919425964355
244,3.715012788772583
245,4.876065254211426
246,4.463099956512451
247,3.191250801086426
248,4.130614280700684
249,3.4406378269195557
250,4.248378753662109
251,3.3609259128570557
252,4.760376930236816
253,3.8917272090911865
254,1.4426765441894531
255,4.191619396209717
256,4.959335803985596
257,3.4802086353302
258,4.760376930236816
259,3.8403003215789795
260,3.87945294380188
261,4.242684841156006
262,3.6152617931365967
263,3.65163254737854
264,3.9852280616760254
265,2.951071262359619
266,4.485755443572998
267,3.409060001373291
268,3.7776567935943604
269,4.689242362976074
270,3.240596055984497
271,4.380041599273682
272,3.595741033554077
273,4.1065874099731445
274,4.435115337371826
275,4.950923919677734
276,3.503321886062622
277,4.784086227416992
278,5.0
279,3.871622085571289
280,3.7002058029174805
281,3.6238763332366943
282,4.066083908081055
283,4.380041599273682
284,4.749693393707275
285,3.240596055984497
286,3.7374839782714844
287,3.3977696895599365
288,3.4444711208343506
289,3.7698261737823486
290,3.5542540550231934
291,1.7221946716308594
292,4.283196449279785
293,4.042128086090088
294,3.1106350421905518
295,3.200643301010132
296,4.58634614944458
297,3.9324729442596436
298,4.035719394683838
299,4.739010334014893
300,4.005392551422119
301,4.583766937255859
302,4.060391902923584
303,3.3528103828430176
304,4.380041599273682
305,3.808978319168091
306,4.475627422332764
307,4.583766937255859
308,2.8288204669952393
309,4.7318878173828125
310,4.309146404266357
311,3.645538568496704
312,3.7217230796813965
313,3.7796273231506348
314,3.555604934692383
315,3.8872835636138916
316,4.861090660095215
317,4.034533500671387
318,2.8015964031219482
319,3.951075315475464
320,3.7796273231506348
321,3.7217230796813965
322,4.683132648468018
323,4.6837310791015625
324,3.7002058029174805
325,4.116715431213379
326,4.640362739562988
327,3.946424961090088
328,3.742103338241577
329,3.7776567935943604
330,4.98574686050415
331,2.123023271560669
332,4.212301254272461
333,3.8637919425964355
334,4.487090587615967
335,2.8299500942230225
336,2.863264560699463
337,4.107150554656982
338,4.333836078643799
339,4.09645938873291
340,4.545767784118652
341,3.212789535522461
342,3.9751458168029785
343,3.8762078285217285
344,3.568363904953003
345,4.65258264541626
346,3.4603562355041504
347,3.4802086353302
348,3.570279121398926
349,3.3864798545837402
350,4.2933244705200195
351,3.414480447769165
352,3.2317566871643066
353,4.299018383026123
354,1.375131607055664
355,3.8872835636138916
356,4.609099388122559
357,4.98574686050415
358,2.9211795330047607
359,3.824639320373535
360,3.060593605041504
361,4.182233810424805
362,4.068658828735352
363,4.197739124298096
364,4.977023124694824
365,4.950923919677734
366,4.526267051696777
367,2.758521556854248
368,2.7475075721740723
369,4.116715431213379
370,3.4422004222869873
371,3.221215009689331
372,4.057636260986328
373,3.4422004222869873
374,4.9333271980285645
375,3.4061262607574463
376,3.960376501083374
377,4.78174352645874
378,4.571969032287598
379,3.552266836166382
380,3.691521406173706
381,3.902944326400757
382,4.209661483764648
383,3.8048832416534424
384,3.8324697017669678
385,4.037065029144287
386,3.256662130355835
387,3.600123167037964
388,4.364220142364502
389,4.258506774902344
390,3.9852280616760254
391,4.083284378051758
392,3.830139636993408
393,4.526267051696777
394,4.659502029418945
395,4.867196559906006
396,3.855395555496216
397,3.808978319168091
398,4.095959186553955
399,3.1612460613250732
400,3.665510892868042
401,2.876716375350952
402,4.060391902923584
403,2.921046495437622
404,3.7228431701660156
405,3.7071826457977295
406,3.7071826457977295
407,4.066083908081055
408,3.6932668685913086
409,4.455371856689453
410,3.801147937774658
411,1.458667516708374
412,4.687906265258789
413,3.426051139831543
414,4.299018383026123
415,4.086331844329834
416,3.645538568496704
417,5.0
418,4.575501441955566
419,3.0111210346221924
420,4.5774335861206055
421,4.670912742614746
422,1.1157605648040771
423,3.6304004192352295
424,4.035719394683838
425,4.1212286949157715
426,4.539434909820557
427,1.1157605648040771
428,4.559302806854248
429,4.258506774902344
430,2.6428310871124268
431,3.5129549503326416
432,3.761995792388916
433,4.349658012390137
434,2.9686779975891113
435,3.7071826457977295
436,2.2361559867858887
437,4.309146404266357
438,3.1706788539886475
439,4.116715431213379
440,4.571100234985352
441,2.6908011436462402
442,2.6405622959136963
443,4.628098487854004
