index,stars
0,4.014033317565918
1,4.451640605926514
2,3.95766019821167
3,3.851616382598877
4,1.0685151815414429
5,4.301942825317383
6,4.049931049346924
7,3.9458367824554443
8,4.044929027557373
9,5.03897762298584
10,4.47252082824707
11,3.0476489067077637
12,3.6391336917877197
13,4.670912742614746
14,3.8398356437683105
15,4.0537638664245605
16,3.055684804916382
17,3.9804844856262207
18,2.857680320739746
19,3.9668283462524414
20,5.033866882324219
21,3.022367000579834
22,3.9126410484313965
23,5.031184673309326
24,3.0428690910339355
25,4.126922130584717
26,4.852589130401611
27,4.8579487800598145
28,3.617493152618408
29,4.861597061157227
30,4.643681049346924
31,4.481456756591797
32,4.0346174240112305
33,2.952509880065918
34,5.021481513977051
35,3.9710733890533447
36,1.703369379043579
37,3.972775936126709
38,4.861513614654541
39,3.26977801322937
40,3.96181058883667
41,4.814676284790039
42,4.0172529220581055
43,4.008772373199463
44,3.938349723815918
45,4.016913414001465
46,2.853656053543091
47,5.016420364379883
48,3.9102730751037598
49,4.010198593139648
50,2.3389246463775635
51,3.9287595748901367
52,4.019473552703857
53,3.0122122764587402
54,5.057131290435791
55,4.017922401428223
56,3.537797451019287
57,4.006533145904541
58,3.888362169265747
59,4.452215671539307
60,4.495014667510986
61,3.972043991088867
62,3.974367141723633
63,4.9961981773376465
64,3.9608700275421143
65,3.8682632446289062
66,1.049230694770813
67,4.883585453033447
68,3.0289926528930664
69,4.42504358291626
70,2.9679598808288574
71,5.080825328826904
72,4.012757778167725
73,3.9395804405212402
74,3.0653884410858154
75,3.9693753719329834
76,4.8522844314575195
77,3.6439342498779297
78,4.404139041900635
79,4.041996479034424
80,3.9767589569091797
81,3.0501656532287598
82,4.996598720550537
83,4.0003581047058105
84,4.029897689819336
85,4.000260353088379
86,4.992796897888184
87,3.5952260494232178
88,5.074915409088135
89,3.018270969390869
90,4.72050666809082
91,4.651876926422119
92,1.073914885520935
93,4.464695453643799
94,3.622910976409912
95,3.0352561473846436
96,2.570993661880493
97,4.006716251373291
98,4.983842372894287
99,3.9317924976348877
100,4.040010929107666
101,3.9083731174468994
102,4.472557067871094
103,4.465747356414795
104,4.470427513122559
105,4.455310821533203
106,5.015166282653809
107,3.962585687637329
108,4.15596342086792
109,3.9755427837371826
110,4.037839889526367
111,4.3607869148254395
112,3.0700042247772217
113,3.9875192642211914
114,3.0689191818237305
115,4.840049743652344
116,3.6285200119018555
117,3.960618495941162
118,4.498211860656738
119,4.973545551300049
120,4.0235772132873535
121,3.9746317863464355
122,3.0474393367767334
123,4.055316925048828
124,3.9932212829589844
125,3.935073137283325
126,1.9588576555252075
127,4.0521955490112305
128,4.054386138916016
129,4.13985013961792
130,4.869505405426025
131,4.495973587036133
132,4.627524375915527
133,4.028951168060303
134,4.4885993003845215
135,3.031996250152588
136,2.6369788646698
137,5.033026218414307
138,4.4703168869018555
139,4.0091118812561035
140,3.0012054443359375
141,4.993283748626709
142,4.989068031311035
143,3.9927806854248047
144,4.007242679595947
145,3.5788254737854004
146,4.0030412673950195
147,4.063305377960205
148,4.006244659423828
149,5.049149513244629
150,3.902860641479492
151,3.057103395462036
152,3.9283652305603027
153,4.472196102142334
154,3.523188591003418
155,4.47847318649292
156,4.8662109375
157,4.148726940155029
158,4.487028121948242
159,4.0496392250061035
160,4.050095558166504
