,index,stars
0,0,0.7106013894081116
1,1,0.7103056311607361
2,2,0.7103056311607361
3,3,0.7103056311607361
4,4,0.7103056311607361
5,11,0.7103056311607361
6,12,0.7103499174118042
7,13,0.7103056311607361
8,14,0.7103056311607361
9,17,0.7103056311607361
10,18,0.7106174230575562
11,21,0.7103056311607361
12,23,0.7103056311607361
13,24,0.7103056311607361
14,25,0.7103056311607361
15,26,0.7103056311607361
16,27,0.7103056311607361
17,28,0.7103056311607361
18,29,0.7104170322418213
19,32,0.7103056311607361
20,35,0.7103056311607361
21,36,0.7103056311607361
22,38,0.7105266451835632
23,39,0.7101036906242371
24,42,0.7103056311607361
25,46,0.7103056311607361
26,48,0.7103056311607361
27,49,0.7103056311607361
28,51,0.7103056311607361
29,52,0.7103056311607361
30,53,0.7103056311607361
31,55,0.7103056311607361
32,56,0.7103056311607361
33,57,0.7103056311607361
34,58,0.7103056311607361
35,59,0.7103056311607361
36,62,0.7103056311607361
37,64,0.7103056311607361
38,65,0.7103056311607361
39,66,0.7103056311607361
40,72,0.7103056311607361
41,75,0.7103056311607361
42,76,0.7103056311607361
43,77,0.7103056311607361
44,78,0.7103056311607361
45,83,0.7103056311607361
46,84,0.710555374622345
47,85,0.7103056311607361
48,87,0.7103056311607361
49,89,0.7103056311607361
50,91,0.7103056311607361
51,93,0.7103056311607361
52,94,0.7103056311607361
53,95,0.7103056311607361
54,99,0.7103056311607361
55,100,0.7103056311607361
56,101,0.7103056311607361
57,105,0.7103056311607361
58,107,0.7105445265769958
59,109,0.7103056311607361
60,110,0.7103056311607361
61,111,0.7103056311607361
62,115,0.7103056311607361
63,117,0.7103056311607361
64,120,0.7103056311607361
65,121,0.7103056311607361
66,124,0.7103056311607361
67,132,0.7103056311607361
68,133,0.7103056311607361
69,135,0.7103056311607361
70,145,0.7105298042297363
71,146,0.7103056311607361
72,149,0.7103056311607361
73,150,0.7103056311607361
74,154,0.7103056311607361
75,156,0.7103056311607361
76,157,0.7103056311607361
77,160,0.7103056311607361
78,161,0.7103056311607361
79,163,0.7103056311607361
80,165,0.710476815700531
81,169,0.7103056311607361
82,171,0.7103056311607361
83,174,0.7103942632675171
84,175,0.7105093598365784
85,176,0.7103056311607361
86,177,0.7103056311607361
87,179,0.7103056311607361
88,180,0.7103056311607361
89,183,0.7103056311607361
90,185,0.7103056311607361
91,187,0.7103056311607361
92,188,0.7103056311607361
93,192,0.7103056311607361
94,193,0.7103404998779297
95,194,0.7103056311607361
96,195,0.7103056311607361
97,198,0.7103971242904663
98,199,0.7103056311607361
99,200,0.7103056311607361
100,201,0.7103056311607361
101,202,0.7103056311607361
102,203,0.7104284763336182
103,208,0.7103056311607361
104,210,0.7103056311607361
105,212,0.7103056311607361
106,213,0.7103056311607361
107,214,0.7103056311607361
108,216,0.7104954123497009
109,221,0.7103056311607361
110,223,0.7103056311607361
111,224,0.7103056311607361
112,225,0.7103056311607361
113,226,0.7103056311607361
114,227,0.7103056311607361
115,231,0.7103056311607361
116,232,0.7105309367179871
117,235,0.7103056311607361
118,237,0.7103056311607361
119,238,0.7103056311607361
120,240,0.7103056311607361
121,241,0.7103056311607361
122,243,0.7103056311607361
123,245,0.7103056311607361
124,248,0.7103056311607361
125,250,0.7103056311607361
126,251,0.710220992565155
127,254,0.7103296518325806
128,257,0.7103056311607361
129,259,0.7103056311607361
130,262,0.7103056311607361
131,269,0.7103056311607361
132,270,0.7103056311607361
133,271,0.7103056311607361
134,273,0.7103056311607361
135,276,0.7103056311607361
136,277,0.7109233736991882
137,280,0.7103056311607361
138,282,0.7105255126953125
139,283,0.7103056311607361
140,287,0.7103056311607361
141,288,0.7103056311607361
142,291,0.7103056311607361
143,292,0.7103056311607361
144,295,0.7103056311607361
145,297,0.7103056311607361
146,298,0.7103056311607361
147,299,0.7103056311607361
148,300,0.7112880945205688
149,301,0.7103056311607361
150,302,0.7103056311607361
151,303,0.7103056311607361
152,304,0.7103056311607361
153,305,0.7103056311607361
154,307,0.7103056311607361
155,309,0.7103433012962341
156,310,0.7103056311607361
157,311,0.7103056311607361
158,315,0.7103056311607361
159,317,0.7107985615730286
160,318,0.7103056311607361
161,319,0.7103056311607361
162,324,0.7103056311607361
163,326,0.7103056311607361
164,327,0.7103056311607361
165,328,0.7103056311607361
166,329,0.7103056311607361
167,331,0.7103447318077087
168,333,0.7103056311607361
169,335,0.7103056311607361
170,336,0.7103236317634583
171,338,0.7103056311607361
172,343,0.7103056311607361
173,353,0.7103056311607361
174,355,0.7103056311607361
175,357,0.7106581330299377
176,360,0.7103056311607361
177,361,0.7103056311607361
178,362,0.7103056311607361
179,366,0.7103056311607361
180,371,0.7103056311607361
181,372,0.7103056311607361
182,375,0.7103056311607361
