index,stars
0,3.927228313
1,4.298039216
2,3.763153201
3,3.633333333
4,1.822916667
5,4.280872431
6,4.120822813
7,3.763862559
8,4.120822813
9,4.85
10,4.298039216
11,3.135361429
12,3.408016569
13,4.433914729
14,3.58086942
15,4.120822813
16,3.236766121
17,3.763153201
18,2.707482993
19,3.966927083
20,4.859275053
21,3.248176703
22,3.58086942
23,4.393939394
24,3.135361429
25,4.148818898
26,4.524672321
27,4.524672321
28,3.408016569
29,4.563576402
30,4.433914729
31,4.298039216
32,4.148818898
33,2.970226537
34,4.741582492
35,3.927228313
36,2.213793103
37,3.763153201
38,4.524672321
39,3.237288136
40,3.966927083
41,4.563576402
42,4.148818898
43,3.927228313
44,3.927228313
45,3.927228313
46,2.76307295
47,4.741582492
48,3.58086942
49,4.120822813
50,2.434077079
51,3.763862559
52,3.927228313
53,2.885311871
54,4.983050847
55,4.120822813
56,3.408016569
57,3.763153201
58,3.58086942
59,4.298039216
60,4.258493353
61,3.966927083
62,3.763153201
63,4.735891648
64,3.763153201
65,3.633333333
66,1.571428571
67,4.524672321
68,3.051785714
69,4.280872431
70,2.970226537
71,5
72,3.927228313
73,3.763862559
74,3.236766121
75,3.763153201
76,4.524672321
77,3.408016569
78,4.280872431
79,4.120822813
80,3.763862559
81,2.76307295
82,4.741582492
83,3.927228313
84,4.120822813
85,3.763153201
86,4.985553772
87,3.408016569
88,5
89,3.051785714
90,4.166666667
91,4.433914729
92,1.822916667
93,4.258493353
94,3.408016569
95,3.051785714
96,2.748717949
97,4.120822813
98,4.735891648
99,3.531359243
100,4.120822813
101,3.927228313
102,4.258493353
103,4.298039216
104,4.258493353
105,4.258493353
106,4.741582492
107,3.763862559
108,4.148818898
109,3.763153201
110,4.120822813
111,4.280872431
112,3.135361429
113,4.120822813
114,3.236766121
115,4.524672321
116,3.408016569
117,3.763862559
118,4.298039216
119,4.735891648
120,4.120822813
121,3.927228313
122,3.051785714
123,4.120822813
124,3.927228313
125,3.531359243
126,2.398826979
127,4.120822813
128,3.927228313
129,4.148818898
130,4.524672321
131,4.298039216
132,4.433914729
133,4.120822813
134,4.298039216
135,3.135361429
136,2.724299065
137,4.993464052
138,4.298039216
139,3.927228313
140,3.051785714
141,4.985553772
142,4.735891648
143,3.763153201
144,3.927228313
145,3.408016569
146,3.927228313
147,4.120822813
148,3.927228313
149,4.85
150,3.58086942
151,3.236766121
152,3.531359243
153,4.298039216
154,3.531359243
155,4.298039216
156,4.563576402
157,4.148818898
158,4.258493353
159,4.120822813
160,4.120822813
161,3.248176703
162,3.58086942
163,3.408016569
164,4.563576402
165,3.927228313
166,3.58086942
167,4.120822813
168,4.120822813
169,3.763862559
170,4.735891648
171,3.927228313
172,4.993464052
173,3.58086942
174,3.966927083
175,4.120822813
176,3.688906129
177,3.927228313
178,3.763862559
179,3.051785714
180,3.927228313
181,3.408016569
182,4.741582492
183,3.763862559
184,4.563576402
185,3.925458716
186,4.985553772
187,4.754266212
188,2.522510232
189,4.741582492
190,2.970226537
191,5
192,4.120822813
193,4.298039216
194,3.75
195,3.927228313
196,4.148818898
197,2.970226537
198,4.298039216
199,3.763153201
200,2.76307295
201,3.927228313
202,4.148818898
203,4.735891648
204,4.993464052
205,4.859275053
206,4.298039216
207,3.966927083
208,4.120822813
209,3.192567568
210,4.524672321
211,3.966927083
212,3.408016569
213,3.966927083
214,3.927228313
215,3.064102564
216,4.120822813
217,3.236766121
218,4.120822813
219,4.993464052
220,3.763862559
221,3.531359243
222,3.927228313
223,3.58086942
224,2.970226537
225,4.120822813
226,4.563576402
227,4.280872431
228,3.431186869
229,4.993464052
230,2.76307295
231,3.966927083
232,4.298039216
233,4.735891648
234,4.859275053
235,3.431186869
236,2.970226537
237,2.707482993
238,3.966927083
239,4.120822813
240,3.248176703
241,3.58086942
242,4.298039216
243,3.927228313
244,3.763153201
245,4.913043478
246,4.258493353
247,3.248176703
248,4.148818898
249,3.431186869
250,4.298039216
251,3.233933162
252,4.741582492
253,3.845934379
254,1.722222222
255,4.280872431
256,4.985553772
257,3.531359243
258,4.741582492
259,3.927228313
260,3.927228313
261,4.280872431
262,3.531359243
263,3.58086942
264,3.927228313
265,3.051785714
266,4.433914729
267,3.431186869
268,3.763153201
269,4.563576402
270,3.135361429
271,4.298039216
272,3.688906129
273,4.120822813
274,4.433914729
275,4.993464052
276,3.58086942
277,4.735891648
278,4.96875
279,3.927228313
280,3.763862559
281,3.58086942
282,4.120822813
283,4.298039216
284,4.741582492
285,3.135361429
286,3.688906129
287,3.431186869
288,3.431186869
289,3.763153201
290,3.58086942
291,1.9
292,4.280872431
293,3.925458716
294,3.135361429
295,3.135361429
296,4.366412214
297,3.927228313
298,4.120822813
299,4.741582492
300,4.120822813
301,4.563576402
302,4.148818898
303,3.248176703
304,4.298039216
305,3.763153201
306,4.433914729
307,4.563576402
308,2.885311871
309,4.741582492
310,4.298039216
311,3.763153201
312,3.688906129
313,3.763862559
314,3.531359243
315,3.927228313
316,4.913043478
317,3.925458716
318,2.970226537
319,3.927228313
320,3.763862559
321,3.688906129
322,4.563576402
323,4.754266212
324,3.763862559
325,4.120822813
326,4.563576402
327,3.927228313
328,3.763862559
329,3.763153201
330,4.985553772
331,2.28708134
332,4.280872431
333,3.927228313
334,4.2
335,2.76307295
336,2.885311871
337,4.148818898
338,4.433914729
339,4.120822813
340,4.433914729
341,3.236766121
342,3.927228313
343,3.688906129
344,3.58086942
345,4.563576402
346,3.531359243
347,3.531359243
348,3.531359243
349,3.431186869
350,4.280872431
351,3.408016569
352,3.236766121
353,4.298039216
354,1.823529412
355,3.927228313
356,4.563576402
357,4.985553772
358,2.928191489
359,3.927228313
360,3.135361429
361,4.280872431
362,4.148818898
363,4.120822813
364,5
365,4.993464052
366,4.433914729
367,2.970226537
368,2.970226537
369,4.120822813
370,3.408016569
371,3.248176703
372,4.148818898
373,3.408016569
374,4.993464052
375,3.236766121
376,3.927228313
377,4.741582492
378,4.524672321
379,3.431186869
380,3.763153201
381,3.927228313
382,4.034
383,3.763862559
384,3.927228313
385,3.925458716
386,3.237288136
387,3.531359243
388,4.433914729
389,4.298039216
390,3.927228313
391,3.966927083
392,3.763862559
393,4.433914729
394,4.524672321
395,4.859275053
396,3.763862559
397,3.763153201
398,3.966927083
399,3.248176703
400,3.763862559
401,2.970226537
402,4.148818898
403,3.051785714
404,3.763153201
405,3.763153201
406,3.763153201
407,4.120822813
408,3.763862559
409,4.433914729
410,3.763153201
411,1.722222222
412,4.754266212
413,3.408016569
414,4.298039216
415,4.120822813
416,3.763153201
417,4.96875
418,4.443965517
419,3.051785714
420,4.563576402
421,4.563576402
422,1
423,3.763153201
424,4.120822813
425,4.148818898
426,4.433914729
427,1
428,4.524672321
429,4.298039216
430,2.707482993
431,3.58086942
432,3.763153201
433,4.298039216
434,3.192567568
435,3.763153201
436,2.336769759
437,4.298039216
438,3.135361429
439,4.120822813
440,4.563576402
441,2.76307295
442,2.748717949
443,4.563576402
444,4.120822813
445,4.433914729
446,3.763153201
447,4.563576402
448,4.298039216
449,3.192567568
450,3.58086942
451,2.52
452,4.120822813
453,3.431186869
454,3.927228313
455,4.120822813
456,4.85
457,4.433914729
458,3.248176703
459,2.928191489
460,4.524672321
461,3.925458716
462,4.524672321
463,4.120822813
464,3.58086942
465,3.927228313
466,4.443965517
467,2.970226537
468,4.859275053
469,4.280872431
470,3.135361429
471,3.75
472,3.236766121
473,3.688906129
474,4.258493353
475,4.298039216
476,4.280872431
477,3.248176703
478,4.120822813
479,3.966927083
480,2.336769759
481,1.957894737
482,3.927228313
483,4.524672321
484,4.148818898
485,4.298039216
486,1.457142857
487,3.763153201
488,4.735891648
489,4.563576402
490,4.258493353
491,4.280872431
492,3.763862559
493,4.563576402
494,4.280872431
495,3.927228313
496,4.280872431
497,4.258493353
498,4.280872431
499,4.735891648
500,3.531359243
501,4.148818898
502,3.763862559
503,4.258493353
504,3.763862559
505,4.983050847
506,4.982638889
507,3.845934379
508,3.927228313
509,4.993464052
510,3.763153201
511,4.735891648
512,3.927228313
513,3.927228313
514,3.248176703
515,3.431186869
516,2.072916667
517,4.298039216
518,3.192567568
519,4.982638889
520,4.735891648
521,3.248176703
522,3.927228313
523,3.688906129
524,2.724299065
525,3.58086942
526,4.563576402
527,3.236766121
528,4.524672321
529,4.2
530,3.408016569
531,3.927228313
532,4.298039216
533,4.741582492
534,4.524672321
535,4.120822813
536,3.431186869
537,2.970226537
538,4.735891648
539,4.965517241
540,2.034482759
541,3.763862559
542,3.051785714
543,1.822916667
544,3.763153201
545,4.735891648
546,4.563576402
547,4.993464052
548,4.120822813
549,3.531359243
550,4.433914729
551,4.754266212
552,3.763862559
553,3.927228313
554,3.408016569
555,4.120822813
556,3.763153201
557,4.280872431
558,3.927228313
559,4.741582492
560,4.433914729
561,4.120822813
562,4.993464052
563,3.925458716
564,4.524672321
565,4.741582492
566,4.433914729
567,4.120822813
568,4.563576402
569,4.120822813
570,3.531359243
571,1
572,2.885311871
573,3.135361429
574,3.531359243
575,2.434077079
576,3.051785714
577,4.280872431
578,1.142857143
579,4.298039216
580,4.120822813
581,4.741582492
582,4.258493353
583,3.531359243
584,2.522510232
585,4.280872431
586,4.280872431
587,4.433914729
588,3.927228313
589,4.148818898
590,4.280872431
591,2.724299065
592,4.91954023
593,3.408016569
594,3.927228313
595,3.927228313
596,4.298039216
597,2.522510232
598,3.845934379
599,4.120822813
600,3.763153201
601,1
602,4.120822813
603,3.927228313
604,4.298039216
605,4.280872431
606,2.748717949
607,3.58086942
608,4.258493353
609,3.408016569
610,1.975
611,3.236766121
612,4.85
613,4.120822813
614,4.166666667
615,4.524672321
616,4.120822813
617,4.524672321
618,4.120822813
619,3.763862559
620,3.763862559
621,4.034
622,4.985553772
623,3.58086942
624,2.970226537
625,4.91954023
626,3.248176703
627,3.763153201
628,3.763153201
629,4.120822813
630,4.148818898
631,1.409090909
632,3.527472527
633,3.531359243
634,4.120822813
635,4.91954023
636,4.985553772
637,3.135361429
638,3.58086942
639,3.58086942
640,3.763153201
641,2.724299065
642,3.135361429
643,4.993464052
644,4.985553772
645,3.58086942
646,3.248176703
647,3.927228313
648,2.488970588
649,2.707482993
650,2.707482993
651,4.280872431
652,4.741582492
653,3.927228313
654,3.927228313
655,3.633333333
656,3.927228313
657,4.524672321
658,3.531359243
659,3.763862559
660,4.741582492
661,4.298039216
662,4.120822813
663,3.58086942
664,2.213793103
665,4.735891648
666,3.763862559
667,4.993464052
668,3.236766121
669,3.58086942
670,3.763862559
671,3.531359243
672,4.859275053
673,3.925458716
674,4.433914729
675,4.120822813
676,4.120822813
677,3.763153201
678,4.563576402
679,3.927228313
680,3.966927083
681,3.58086942
682,3.58086942
683,4.298039216
684,4.754266212
685,2.928191489
686,4.433914729
687,3.845934379
688,4.524672321
689,3.58086942
690,3.927228313
691,4.280872431
692,3.927228313
693,4.120822813
694,3.051785714
695,4.280872431
696,4.524672321
697,3.051785714
698,4.120822813
699,4.280872431
700,3.688906129
701,4.148818898
702,4.393939394
703,4.433914729
704,4.120822813
705,4.433914729
706,3.531359243
